taskId,taskCreatedTime,taskStatus,cod.amount,UserVar.branch_dest,UserVar.receiver_city,UserVar.weight,UserVar.branch_origin,isCOD,timeDiffMinutes
d12dbc13a8df39321a38,2022-11-01 08:14:43+00:00,done,150000.0,CLG,"CURUGBITUNG ,RANGKAS",1.0,JOG,1,8.483333333333334
f69df54589eaa9bb0fc9,2022-11-01 08:14:43+00:00,done,111000.0,CLG,"CURUGBITUNG ,RANGKAS",0.8,CGK,1,8.833333333333334
e02e059d141aaec69bc1,2022-11-01 03:56:04+00:00,done,35000.0,PDG,"MUNGKA,SARILAMAK",1.0,MES,1,139.65
7cd56e57a532bf883965,2022-11-01 03:56:04+00:00,done,235000.0,PDG,"GUGUK,SARILAMAK",1.0,CGK,1,68.5
de811b2f2494378dbbf0,2022-11-01 03:56:04+00:00,done,192000.0,PDG,"GUGUK,SARILAMAK",1.0,CGK,1,85.31666666666666
c3e8fd79f6dfaad8b248,2022-11-01 03:56:07+00:00,done,223000.0,PDG,"GUGUK,SARILAMAK",1.0,CGK,1,256.6666666666667
0a928b58af04adc831e2,2022-11-01 03:56:05+00:00,done,164000.0,PDG,"GUGUK,SARILAMAK",1.0,CGK,1,191.78333333333333
82f3e3482faf57d8fd00,2022-11-01 03:56:04+00:00,done,279000.0,PDG,"MUNGKA,SARILAMAK",1.0,CGK,1,135.20000000000002
7b25c424056c513a304c,2022-11-01 03:56:05+00:00,done,135000.0,PDG,"MUNGKA,SARILAMAK",1.0,CGK,1,176.25
edaaa092bb5d7f69a527,2022-11-01 03:56:07+00:00,done,414000.0,PDG,"LUHAK,KAB. LIMA PULU",1.0,CGK,1,271.8
f7b80250cc82799b104d,2022-11-01 03:56:06+00:00,done,215000.0,PDG,"GUGUK,SARILAMAK",1.0,CGK,1,236.6
b90e645d51f5bf4067d4,2022-11-01 04:56:24+00:00,done,168000.0,BTJ,"JOHAN PAHLAWAN,MEULA",0.5,CGK,1,169.85
4bf9959cac2799aab65a,2022-11-01 04:56:23+00:00,done,303680.0,BTJ,"JOHAN PAHLAWAN,MEULA",1.0,BDO,1,517.0166666666668
859cb872f0d41a8f1480,2022-11-01 01:41:07+00:00,done,141500.0,MGL,"BAGELEN,PURWOREJO",0.9,CGK,1,358.3333333333333
4ca8c0cd89cbd0b14037,2022-11-01 01:41:07+00:00,done,87846.0,MGL,"PURWODADI,PURWOREJO",2.4,CGK,1,240.3
7cff0ce41a1a88be3242,2022-11-01 05:00:24+00:00,done,201000.0,SRG,"BATANG ,KAB BATANG",1.0,CGK,1,237.48333333333332
754b54fbfc05265af00e,2022-11-01 05:00:23+00:00,done,156000.0,SRG,"BATANG ,KAB BATANG",1.0,CGK,1,428.31666666666666
35f1e1c2a2c6acc743e3,2022-11-01 05:00:24+00:00,done,29632.0,SRG,"BATANG ,KAB BATANG",0.1,CGK,1,423.9166666666667
